Name,Link,Description,Date
ScratchMaths 2020,/sm-2020,"A two day workshop where teachers learned about how the <a href=""https://www.ucl.ac.uk/ioe/research/projects/ucl-scratchmaths"" target=""_blank"">UCL ScratchMaths</a> curriculum materials can be used for integrating coding and computational thinking with Stage 3 Mathematics and collaborated on lesson and unit planning.",November 2020
